swc_id,x,y,z,source_region,source_region_withCorticalRegion
SEU-ALLEN_local_18866_17378_4842_1786_CCFv3.swc,1049.85,3591.775,4535.475,MOB,MOB
SEU-ALLEN_local_18866_17383_6187_2014_CCFv3.swc,1441.65,4209.5,4527.025,MOB,MOB
SEU-ALLEN_local_18866_17384_6941_2202_CCFv3.swc,1752.825,4520.275,4518.625,MOB,MOB
SEU-ALLEN_local_18866_17385_7034_2276_CCFv3.swc,1865.025,4539.25,4517.0,AON,AON
SEU-ALLEN_local_18866_17386_6485_1986_CCFv3.swc,1422.575,4372.1,4522.5,MOB,MOB
SEU-ALLEN_local_18866_17386_7232_2244_CCFv3.swc,1834.275,4650.5,4513.8,MOB,MOB
SEU-ALLEN_local_18866_17397_8227_1980_CCFv3.swc,1536.775,5250.175,4479.2,MOB,MOB
SEU-ALLEN_local_18866_17499_7222_1974_CCFv3.swc,1454.65,4748.075,4450.0,MOB,MOB
SEU-ALLEN_local_18866_17506_2691_5462_CCFv3.swc,5794.825,641.3,4700.9,MOp,MOp1
SEU-ALLEN_local_18866_17518_7602_2022_CCFv3.swc,1548.7,4919.825,4432.7,MOB,MOB
SEU-ALLEN_local_18866_17562_7455_2006_CCFv3.swc,1515.825,4851.775,4412.15,MOB,MOB
SEU-ALLEN_local_18866_17588_6687_3240_CCFv3.swc,3437.925,4034.95,4521.025,ORBl,ORBl5
SEU-ALLEN_local_18866_17603_7613_2019_CCFv3.swc,1545.925,4925.425,4387.2,MOB,MOB
SEU-ALLEN_local_18866_17617_9703_10020_CCFv3.swc,12399.175,4073.8,4598.55,UVU,UVU
SEU-ALLEN_local_18866_17634_6682_3716_CCFv3.swc,4328.7,3891.725,4645.0,CP,CP
SEU-ALLEN_local_18866_17642_6959_3444_CCFv3.swc,3850.575,4116.225,4557.175,CP,CP
SEU-ALLEN_local_18866_17656_2677_2894_CCFv3.swc,2295.1,1945.1,4407.45,unknow,unknow
SEU-ALLEN_local_18866_17672_7487_2026_CCFv3.swc,1546.575,4858.7,4353.225,MOB,MOB
SEU-ALLEN_local_18866_17697_7412_2028_CCFv3.swc,1543.9,4820.025,4341.325,MOB,MOB
SEU-ALLEN_local_18866_17722_4592_1786_CCFv3.swc,1033.775,3451.8,4363.15,MOB,MOB
SEU-ALLEN_local_18866_17730_6001_3382_CCFv3.swc,3609.175,3632.95,4477.325,fiber tracts,fa
SEU-ALLEN_local_18866_17740_6502_3722_CCFv3.swc,4310.65,3798.45,4595.425,CP,CP
SEU-ALLEN_local_18866_17780_7077_3428_CCFv3.swc,3824.875,4185.975,4491.25,CP,CP
SEU-ALLEN_local_18866_17815_2767_3970_CCFv3.swc,3812.525,1473.375,4449.125,MOs,MOs2/3
SEU-ALLEN_local_18866_17816_6345_1883_CCFv3.swc,1277.9,4333.625,4291.65,MOB,MOB
SEU-ALLEN_local_18866_17816_6451_3711_CCFv3.swc,4279.825,3777.25,4556.65,CP,CP
SEU-ALLEN_local_18866_17826_2635_4118_CCFv3.swc,3994.0,1309.225,4460.9,MOs,MOs1
SEU-ALLEN_local_18866_17828_4381_2104_CCFv3.swc,1424.55,3220.925,4308.925,MOB,MOB
SEU-ALLEN_local_18866_17840_4448_3172_CCFv3.swc,2959.15,2850.25,4353.15,FRP,FRP6a
SEU-ALLEN_local_18866_17852_2657_3499_CCFv3.swc,3133.775,1651.025,4364.5,MOs,MOs1
SEU-ALLEN_local_18866_17862_2635_4568_CCFv3.swc,4614.1,1052.95,4500.225,MOp,MOp1
SEU-ALLEN_local_18866_17868_4431_1877_CCFv3.swc,1138.025,3329.675,4290.8,MOB,MOB
SEU-ALLEN_local_18866_17869_4325_1996_CCFv3.swc,1281.375,3229.2,4290.65,MOB,MOB
SEU-ALLEN_local_18866_17875_9818_9821_CCFv3.swc,12165.725,4183.125,4504.725,NOD,NOD
SEU-ALLEN_local_18866_17881_7146_3682_CCFv3.swc,4294.65,4151.575,4531.2,CP,CP
SEU-ALLEN_local_18866_17891_5867_2119_CCFv3.swc,1564.25,4000.525,4256.825,MOB,MOB
SEU-ALLEN_local_18866_17903_10016_9923_CCFv3.swc,12293.175,4253.825,4472.025,UVU,UVU
SEU-ALLEN_local_18866_17924_5824_2080_CCFv3.swc,1509.225,3992.225,4240.25,MOB,MOB
SEU-ALLEN_local_18866_17928_5575_2058_CCFv3.swc,1462.675,3871.125,4242.275,MOB,MOB
SEU-ALLEN_local_18866_17941_5830_2113_CCFv3.swc,1553.725,3982.975,4230.65,MOB,MOB
SEU-ALLEN_local_18866_17948_12911_9280_CCFv3.swc,11552.3,5756.9,4458.825,PARN,PARN
SEU-ALLEN_local_18866_17948_6229_1956_CCFv3.swc,1369.975,4245.4,4222.475,MOB,MOB
SEU-ALLEN_local_18866_17974_5948_3980_CCFv3.swc,4625.175,3433.3,4547.2,CP,CP
SEU-ALLEN_local_18866_17976_4617_2070_CCFv3.swc,1402.1,3358.275,4231.8,MOB,MOB
SEU-ALLEN_local_18866_17977_5169_8462_CCFv3.swc,10154.25,1849.4,4492.475,IC,ICd
SEU-ALLEN_local_18866_18006_7134_3698_CCFv3.swc,4314.625,4143.725,4481.35,CP,CP
SEU-ALLEN_local_18866_18008_2689_3550_CCFv3.swc,3211.45,1644.1,4301.375,MOs,MOs1
SEU-ALLEN_local_18866_18032_2659_5800_CCFv3.swc,6240.225,548.2,4488.075,SSp-tr,SSp-tr1
SEU-ALLEN_local_18866_18034_6687_3643_CCFv3.swc,4174.225,3927.325,4444.375,CP,CP
SEU-ALLEN_local_18866_18042_6199_3632_CCFv3.swc,4087.625,3674.075,4418.45,CP,CP
SEU-ALLEN_local_18866_18054_6115_3598_CCFv3.swc,4012.225,3639.5,4397.625,CP,CP
SEU-ALLEN_local_18866_18056_2711_5410_CCFv3.swc,5742.975,710.325,4467.4,MOp,MOp1
SEU-ALLEN_local_18866_18072_6018_3815_CCFv3.swc,4368.5,3525.125,4456.9,CP,CP
SEU-ALLEN_local_18866_18074_3962_3332_CCFv3.swc,3118.175,2508.9,4260.675,MOs,MOs5
SEU-ALLEN_local_18866_18081_6012_2124_CCFv3.swc,1581.125,4070.975,4152.45,MOB,MOB
SEU-ALLEN_local_18866_18100_3192_3508_CCFv3.swc,3237.7,1972.15,4262.125,MOs,MOs2/3
SEU-ALLEN_local_18866_18104_6085_3577_CCFv3.swc,3966.575,3631.05,4366.625,CP,CP
SEU-ALLEN_local_18866_18139_2521_3707_CCFv3.swc,3404.375,1459.875,4261.45,MOs,MOs1
SEU-ALLEN_local_18866_18148_5559_3543_CCFv3.swc,3800.975,3356.35,4311.65,fiber tracts,fa
SEU-ALLEN_local_18866_18176_6648_3718_CCFv3.swc,4293.6,3889.9,4405.45,CP,CP
SEU-ALLEN_local_18866_18182_2758_5755_CCFv3.swc,6199.0,634.35,4426.075,SSp-tr,SSp-tr2/3
SEU-ALLEN_local_18866_18186_6859_3393_CCFv3.swc,3717.975,4091.35,4292.75,ORBl,ORBl6a
SEU-ALLEN_local_18866_18200_6611_4010_CCFv3.swc,4774.95,3785.425,4488.45,CP,CP
SEU-ALLEN_local_18866_18258_5460_2073_CCFv3.swc,1474.5,3800.35,4069.0,MOB,MOB
SEU-ALLEN_local_18866_18268_2675_6115_CCFv3.swc,6652.25,505.975,4402.2,SSp-tr,SSp-tr2/3
SEU-ALLEN_local_18866_18284_10049_9965_CCFv3.swc,12363.125,4269.9,4284.05,UVU,UVU
SEU-ALLEN_local_18866_18288_6110_3507_CCFv3.swc,3831.975,3668.95,4261.2,CP,CP
SEU-ALLEN_local_18866_18308_6972_3526_CCFv3.swc,3968.55,4115.35,4283.575,CP,CP
SEU-ALLEN_local_18866_18312_6948_8426_CCFv3.swc,10253.55,2898.85,4329.225,IC,ICc
SEU-ALLEN_local_18866_18322_6316_7553_CCFv3.swc,9007.325,2607.9,4322.225,SCm,SCiw
SEU-ALLEN_local_18866_18329_6777_3970_CCFv3.swc,4721.175,3887.2,4423.35,CP,CP
SEU-ALLEN_local_18866_18348_2771_3813_CCFv3.swc,3596.525,1561.65,4189.15,MOs,MOs2/3
SEU-ALLEN_local_18866_18354_6513_8370_CCFv3.swc,10144.3,2648.45,4299.825,IC,ICc
SEU-ALLEN_local_18866_18355_5991_3899_CCFv3.swc,4484.975,3496.075,4358.2,CP,CP
SEU-ALLEN_local_18866_18368_6916_3979_CCFv3.swc,4746.225,3956.875,4410.35,CP,CP
SEU-ALLEN_local_18866_18408_5937_3896_CCFv3.swc,4465.975,3469.65,4330.475,CP,CP
SEU-ALLEN_local_18866_18410_7155_7745_CCFv3.swc,9341.0,3084.05,4260.75,MRN,MRN
SEU-ALLEN_local_18866_18437_5923_3858_CCFv3.swc,4398.975,3474.4,4303.775,CP,CP
SEU-ALLEN_local_18866_18453_8021_2770_CCFv3.swc,2674.525,4872.15,3996.05,AON,AON
SEU-ALLEN_local_18866_18494_2689_4344_CCFv3.swc,4325.2,1232.05,4199.325,MOp,MOp1
SEU-ALLEN_local_18866_18518_2762_5016_CCFv3.swc,5243.1,939.625,4252.625,MOp,MOp1
SEU-ALLEN_local_18866_18527_5922_3866_CCFv3.swc,4405.925,3474.7,4266.05,CP,CP
SEU-ALLEN_local_18866_18527_8036_2652_CCFv3.swc,2479.15,4915.725,3939.6,fiber tracts,lot
SEU-ALLEN_local_18866_18538_9225_6780_CCFv3.swc,8250.15,4430.875,4285.225,MRN,MRN
SEU-ALLEN_local_18866_18540_13201_4168_CCFv3.swc,5065.8,7344.774,3971.3,OT,OT
SEU-ALLEN_local_18866_18597_2625_5298_CCFv3.swc,5592.0,735.15,4227.175,SSp-ll,SSp-ll1
SEU-ALLEN_local_18866_18624_2790_3919_CCFv3.swc,3748.775,1520.875,4081.675,MOs,MOs1
SEU-ALLEN_local_18866_18650_2971_3840_CCFv3.swc,3671.2,1676.5,4060.45,MOs,MOs2/3
SEU-ALLEN_local_18866_18661_6305_9330_CCFv3.swc,11457.9,2470.1,4238.275,CUL,"CUL4, 5"
SEU-ALLEN_local_18866_18706_6460_10292_CCFv3.swc,12721.875,2293.0,4089.45,AN,ANcr2
SEU-ALLEN_local_18866_18717_2681_5070_CCFv3.swc,5302.775,875.275,4165.35,MOp,MOp1
SEU-ALLEN_local_18866_18748_5956_4084_CCFv3.swc,4744.825,3433.15,4238.575,CP,CP
SEU-ALLEN_local_18866_18749_5781_4034_CCFv3.swc,4632.15,3354.175,4213.0,CP,CP
SEU-ALLEN_local_18866_18757_10123_10308_CCFv3.swc,12826.875,4231.775,3994.775,COPY,COPY
SEU-ALLEN_local_18866_18782_8182_2740_CCFv3.swc,2620.7,4968.775,3823.4,unknow,unknow
SEU-ALLEN_local_18866_18793_5948_3830_CCFv3.swc,4330.975,3507.825,4133.85,CP,CP
SEU-ALLEN_local_18866_18796_2753_3441_CCFv3.swc,3062.35,1731.15,3920.3,MOs,MOs1
SEU-ALLEN_local_18866_18797_5990_3859_CCFv3.swc,4386.6,3522.25,4144.65,CP,CP
SEU-ALLEN_local_18866_18833_6285_7843_CCFv3.swc,9406.775,2555.0,4060.35,SCm,SCiw
SEU-ALLEN_local_18866_18860_6964_8105_CCFv3.swc,9816.575,2934.775,4037.775,IC,ICe
SEU-ALLEN_local_18866_18882_12217_10288_CCFv3.swc,12790.375,5290.725,3935.875,SPVC,SPVC
SEU-ALLEN_local_18866_18928_2547_6128_CCFv3.swc,6663.125,473.875,4122.125,SSp-tr,SSp-tr1
SEU-ALLEN_local_18866_18964_8518_8886_CCFv3.swc,10956.1,3719.775,4067.375,fiber tracts,arb
SEU-ALLEN_local_18866_18979_12391_6062_CCFv3.swc,7547.825,6407.025,3952.875,MEA,MEA
SEU-ALLEN_local_18866_19013_6079_9526_CCFv3.swc,11710.35,2301.35,4059.175,SIM,SIM
SEU-ALLEN_local_18866_19026_2749_3866_CCFv3.swc,3662.7,1524.25,3883.8,MOs,MOs1
SEU-ALLEN_local_18866_19031_6944_9821_CCFv3.swc,12152.225,2709.675,4012.525,AN,ANcr1
SEU-ALLEN_local_18866_19060_7547_9264_CCFv3.swc,11437.25,3168.55,4060.8,CUL,"CUL4, 5"
SEU-ALLEN_local_18866_19061_2917_3494_CCFv3.swc,3160.0,1806.875,3803.775,MOs,MOs1
SEU-ALLEN_local_18866_19073_7267_2916_CCFv3.swc,2821.575,4454.075,3712.7,ORBl,ORBl2/3
SEU-ALLEN_local_18866_19081_5029_4660_CCFv3.swc,5300.725,2663.3,4123.2,CP,CP
SEU-ALLEN_local_18866_19088_4996_4488_CCFv3.swc,5076.05,2727.2,4100.225,CP,CP
SEU-ALLEN_local_18866_19110_5889_3859_CCFv3.swc,4341.975,3477.05,3995.075,CP,CP
SEU-ALLEN_local_18866_19115_3023_4464_CCFv3.swc,4555.3,1410.25,3949.5,MOp,MOp2/3
SEU-ALLEN_local_18866_19136_11877_6656_CCFv3.swc,8278.95,5942.625,3906.1,DG,DG-mo
SEU-ALLEN_local_18866_19145_5917_3663_CCFv3.swc,4008.475,3543.45,3906.325,CP,CP
SEU-ALLEN_local_18866_19153_8080_10038_CCFv3.swc,12487.226,3257.55,3891.9,fiber tracts,arb
SEU-ALLEN_local_18866_19158_6607_8314_CCFv3.swc,10079.1,2710.55,3900.075,IC,ICe
SEU-ALLEN_local_18866_19158_7829_9174_CCFv3.swc,11325.425,3334.975,4009.325,fiber tracts,arb
SEU-ALLEN_local_18866_19173_5083_4149_CCFv3.swc,4620.45,2928.75,4002.3,fiber tracts,ccg
SEU-ALLEN_local_18866_19209_2615_5556_CCFv3.swc,5935.4,676.45,3970.375,SSp-ll,SSp-ll1
SEU-ALLEN_local_18866_19216_5815_4047_CCFv3.swc,4623.6,3384.5,4005.3,CP,CP
SEU-ALLEN_local_18866_19222_6544_8159_CCFv3.swc,9864.675,2683.975,3861.4,IC,ICe
SEU-ALLEN_local_18866_19227_5071_4254_CCFv3.swc,4767.925,2883.25,4001.1,CP,CP
SEU-ALLEN_local_18866_19233_5973_3766_CCFv3.swc,4187.2,3549.55,3906.375,CP,CP
SEU-ALLEN_local_18866_19262_6134_3620_CCFv3.swc,3954.625,3671.675,3843.45,CP,CP
SEU-ALLEN_local_18866_19263_2625_5064_CCFv3.swc,5289.725,875.825,3922.125,SSp-ll,SSp-ll1
SEU-ALLEN_local_18866_19282_3137_3212_CCFv3.swc,2784.7,2054.525,3658.55,MOs,MOs1
SEU-ALLEN_local_18866_19296_6060_3772_CCFv3.swc,4204.85,3595.625,3882.45,CP,CP
SEU-ALLEN_local_18866_19318_2887_3942_CCFv3.swc,3791.725,1578.15,3761.625,MOp,MOp1
SEU-ALLEN_local_18866_19318_6112_3780_CCFv3.swc,4224.2,3621.55,3877.2,CP,CP
SEU-ALLEN_local_18866_19365_7101_7702_CCFv3.swc,9288.325,3092.7,3823.725,IC,ICe
SEU-ALLEN_local_18866_19368_6065_3768_CCFv3.swc,4191.3,3600.575,3846.7,CP,CP
SEU-ALLEN_local_18866_19399_2663_5028_CCFv3.swc,5248.65,924.075,3860.925,SSp-ll,SSp-ll1
SEU-ALLEN_local_18866_19426_5874_3797_CCFv3.swc,4205.025,3492.175,3822.25,CP,CP
SEU-ALLEN_local_18866_19450_12211_6100_CCFv3.swc,7592.35,6270.95,3772.475,PA,PA
SEU-ALLEN_local_18866_19468_3178_3136_CCFv3.swc,2677.825,2104.425,3558.1,MOs,MOs1
SEU-ALLEN_local_18866_19489_14306_10118_CCFv3.swc,12675.801,6430.775,3675.65,SPVC,SPVC
SEU-ALLEN_local_18866_19510_2513_6080_CCFv3.swc,6604.075,503.475,3869.375,SSp-tr,SSp-tr1
SEU-ALLEN_local_18866_19530_9439_10020_CCFv3.swc,12503.926,3983.725,3680.7,PRM,PRM
SEU-ALLEN_local_18866_19538_2922_3772_CCFv3.swc,3549.725,1683.15,3622.4,MOs,MOs1
SEU-ALLEN_local_18866_19553_2763_5570_CCFv3.swc,5977.375,789.45,3827.825,SSp-ll,SSp-ll2/3
SEU-ALLEN_local_18866_19557_5887_4054_CCFv3.swc,4615.6,3430.35,3850.15,CP,CP
SEU-ALLEN_local_18866_19560_11420_4272_CCFv3.swc,5167.25,6255.625,3630.5,FS,FS
SEU-ALLEN_local_18866_19592_5046_4923_CCFv3.swc,5609.825,2568.75,3914.3,CP,CP
SEU-ALLEN_local_18866_19593_5945_4035_CCFv3.swc,4591.55,3467.95,3829.725,CP,CP
SEU-ALLEN_local_18866_19598_2958_3864_CCFv3.swc,3686.35,1663.725,3612.2,MOp,MOp1
SEU-ALLEN_local_18866_19640_3009_3818_CCFv3.swc,3628.0,1718.05,3583.575,MOp,MOp1
SEU-ALLEN_local_18866_19646_11363_4336_CCFv3.swc,5255.3,6204.925,3603.925,FS,FS
SEU-ALLEN_local_18866_19655_5835_3960_CCFv3.swc,4447.0,3432.6,3770.275,CP,CP
SEU-ALLEN_local_18866_19670_3044_3500_CCFv3.swc,3174.1,1879.0,3509.025,MOs,MOs1
SEU-ALLEN_local_18866_19678_2679_4932_CCFv3.swc,5122.65,992.675,3728.225,MOp,MOp1
SEU-ALLEN_local_18866_19716_3235_3538_CCFv3.swc,3257.225,1981.5,3496.0,MOs,MOs1
SEU-ALLEN_local_18866_19735_5903_4076_CCFv3.swc,4634.025,3435.825,3771.525,CP,CP
SEU-ALLEN_local_18866_19769_9050_10271_CCFv3.swc,12844.125,3703.65,3521.575,PRM,PRM
SEU-ALLEN_local_18866_19781_5871_4052_CCFv3.swc,4585.975,3427.0,3740.1,CP,CP
SEU-ALLEN_local_18866_19787_4951_4861_CCFv3.swc,5514.425,2552.925,3819.925,fiber tracts,ccb
SEU-ALLEN_local_18866_19794_2616_5848_CCFv3.swc,6317.475,635.025,3736.225,SSp-ll,SSp-ll1
SEU-ALLEN_local_18866_19822_2692_4774_CCFv3.swc,4908.775,1078.9,3645.95,MOp,MOp1
SEU-ALLEN_local_18866_19823_12211_6262_CCFv3.swc,7805.875,6220.55,3614.15,PA,PA
SEU-ALLEN_local_18866_19836_4666_3170_CCFv3.swc,2913.25,2950.25,3389.3,MOs,MOs5
SEU-ALLEN_local_18866_19846_3259_3640_CCFv3.swc,3405.025,1954.375,3451.375,MOs,MOs1
SEU-ALLEN_local_18866_19853_3087_3630_CCFv3.swc,3362.45,1850.275,3442.5,MOs,MOs1
SEU-ALLEN_local_18866_19906_6017_3938_CCFv3.swc,4410.775,3538.85,3646.625,CP,CP
SEU-ALLEN_local_18866_19923_2776_5474_CCFv3.swc,5855.55,854.8,3661.575,SSp-ll,SSp-ll2/3
SEU-ALLEN_local_18866_19962_4971_4750_CCFv3.swc,5384.175,2632.9,3735.1,CP,CP
SEU-ALLEN_local_18866_19963_12821_6068_CCFv3.swc,7583.55,6638.275,3508.425,COAp,COApm
SEU-ALLEN_local_18866_19969_2821_5414_CCFv3.swc,5784.2,907.65,3640.05,SSp-ll,SSp-ll2/3
SEU-ALLEN_local_18866_19991_11826_6077_CCFv3.swc,7542.275,6026.45,3576.6,PA,PA
SEU-ALLEN_local_18866_20010_3310_3290_CCFv3.swc,2896.175,2117.4,3308.875,unknow,unknow
SEU-ALLEN_local_18866_20044_5315_4061_CCFv3.swc,4467.2,3116.575,3577.3,fiber tracts,ccg
SEU-ALLEN_local_18866_20061_5352_4090_CCFv3.swc,4517.925,3129.775,3579.775,CP,CP
SEU-ALLEN_local_18866_20082_3277_3476_CCFv3.swc,3158.025,2027.8,3302.825,MOs,MOs1
SEU-ALLEN_local_18866_20089_2769_4669_CCFv3.swc,4774.675,1188.675,3511.125,unknow,unknow
SEU-ALLEN_local_18866_20098_5356_4028_CCFv3.swc,4417.725,3149.95,3543.2,fiber tracts,ccg
SEU-ALLEN_local_18866_20106_2603_5938_CCFv3.swc,6434.95,627.35,3605.0,SSp-tr,SSp-tr1
SEU-ALLEN_local_18866_20120_13202_5290_CCFv3.swc,6557.65,7050.575,3369.6,COAa,COAa
SEU-ALLEN_local_18866_20120_5559_3941_CCFv3.swc,4315.1,3289.4,3517.55,fiber tracts,ccg
SEU-ALLEN_local_18866_20121_5738_3859_CCFv3.swc,4210.425,3408.275,3496.85,fiber tracts,fa
SEU-ALLEN_local_18866_20122_4959_4920_CCFv3.swc,5581.3,2548.775,3674.675,fiber tracts,ccb
SEU-ALLEN_local_18866_20139_2733_5962_CCFv3.swc,6484.125,707.45,3596.625,SSp-tr,SSp-tr2/3
SEU-ALLEN_local_18866_20180_2770_5464_CCFv3.swc,5841.525,871.375,3547.125,SSp-ll,SSp-ll1
SEU-ALLEN_local_18866_20200_5670_3253_CCFv3.swc,3163.425,3487.875,3240.125,MOs,MOs5
SEU-ALLEN_local_18866_20204_5020_4676_CCFv3.swc,5298.575,2713.35,3619.85,CP,CP
SEU-ALLEN_local_18866_20205_2891_4608_CCFv3.swc,4710.375,1301.05,3453.0,MOp,MOp1
SEU-ALLEN_local_18866_20231_2777_5437_CCFv3.swc,5807.3,888.425,3522.975,SSp-ll,SSp-ll1
SEU-ALLEN_local_18866_20236_6269_8146_CCFv3.swc,9848.275,2541.275,3380.05,APr,APr
SEU-ALLEN_local_18866_20282_6263_7946_CCFv3.swc,9583.625,2579.325,3384.775,POST,POST
SEU-ALLEN_local_18866_20284_2711_5777_CCFv3.swc,6240.05,745.95,3520.15,SSp-ll,SSp-ll1
SEU-ALLEN_local_18866_20301_8177_8488_CCFv3.swc,10404.5,3620.65,3355.35,CUL,"CUL4, 5"
SEU-ALLEN_local_18866_20305_2923_4610_CCFv3.swc,4717.075,1325.45,3407.1,MOp,MOp1
SEU-ALLEN_local_18866_20306_5077_4656_CCFv3.swc,5282.45,2763.425,3573.95,CP,CP
SEU-ALLEN_local_18866_20316_2703_5948_CCFv3.swc,6462.6,702.7,3516.575,SSp-ul,SSp-ul1
SEU-ALLEN_local_18866_20330_2749_5462_CCFv3.swc,5835.5,868.275,3479.05,SSp-ll,SSp-ll1
SEU-ALLEN_local_18866_20354_2935_4654_CCFv3.swc,4779.65,1316.275,3391.475,SSp-ul,SSp-ul1
SEU-ALLEN_local_18866_20370_11459_4566_CCFv3.swc,5546.75,6194.45,3294.675,FS,FS
SEU-ALLEN_local_18866_20377_8740_9816_CCFv3.swc,12255.976,3703.925,3314.525,fiber tracts,arb
SEU-ALLEN_local_18866_20388_2765_5165_CCFv3.swc,5447.075,991.075,3430.95,SSp-ul,SSp-ul1
SEU-ALLEN_local_18866_20398_2751_5204_CCFv3.swc,5496.625,967.375,3429.1,SSp-ul,SSp-ul1
SEU-ALLEN_local_18866_20403_13284_5282_CCFv3.swc,6549.125,7094.8,3237.125,COAa,COAa
SEU-ALLEN_local_18866_20409_3180_3910_CCFv3.swc,3760.15,1791.325,3223.55,unknow,unknow
SEU-ALLEN_local_18866_20434_2997_4596_CCFv3.swc,4708.225,1385.65,3346.475,MOp,MOp1
SEU-ALLEN_local_18866_20439_3331_3636_CCFv3.swc,3382.6,1996.35,3153.925,unknow,unknow
SEU-ALLEN_local_18866_20454_2830_5417_CCFv3.swc,5788.55,943.5,3424.1,SSp-ll,SSp-ll1
SEU-ALLEN_local_18866_20543_13148_6242_CCFv3.swc,7832.55,6766.225,3243.775,COAp,COApm
SEU-ALLEN_local_18866_20550_13149_6257_CCFv3.swc,7852.5,6762.575,3240.825,COAp,COApm
SEU-ALLEN_local_18866_20600_3516_3959_CCFv3.swc,3881.175,1991.275,3150.425,MOp,MOp2/3
SEU-ALLEN_local_18866_20602_13082_5969_CCFv3.swc,7462.075,6788.65,3211.7,COAp,COApm
SEU-ALLEN_local_18866_20604_2773_4930_CCFv3.swc,5129.45,1102.975,3305.0,SSp-ul,SSp-ul1
SEU-ALLEN_local_18866_20633_9331_8335_CCFv3.swc,10281.95,4255.225,3160.975,CUL,"CUL4, 5"
SEU-ALLEN_local_18866_20656_6311_8232_CCFv3.swc,9973.25,2562.275,3180.3,APr,APr
SEU-ALLEN_local_18866_20725_6689_9996_CCFv3.swc,12398.125,2503.275,3168.3,AN,ANcr2
SEU-ALLEN_local_18866_20746_12306_6471_CCFv3.swc,8091.649,6188.775,3206.075,PA,PA
SEU-ALLEN_local_18866_20746_7225_7897_CCFv3.swc,9578.2,3161.9,3154.15,PRE,PRE
SEU-ALLEN_local_18866_20774_7249_8051_CCFv3.swc,9785.075,3146.525,3118.875,PAR,PAR
SEU-ALLEN_local_18866_20780_10001_6080_CCFv3.swc,7430.925,4967.65,3368.55,fiber tracts,int
SEU-ALLEN_local_18866_20780_2973_4950_CCFv3.swc,5187.3,1234.35,3234.375,SSp-ul,SSp-ul1
SEU-ALLEN_local_18866_20800_3595_3582_CCFv3.swc,3321.825,2176.05,2963.625,unknow,unknow
SEU-ALLEN_local_18866_20810_3452_3890_CCFv3.swc,3755.75,1974.075,3024.425,MOp,MOp1
SEU-ALLEN_local_18866_20839_2891_4996_CCFv3.swc,5235.0,1164.425,3207.725,SSp-ul,SSp-ul1
SEU-ALLEN_local_18866_20843_5875_3870_CCFv3.swc,4160.875,3471.725,3133.075,MOp,MOp6a
SEU-ALLEN_local_18866_20872_2897_4836_CCFv3.swc,5015.4,1235.4,3169.1,SSp-ul,SSp-ul1
SEU-ALLEN_local_18866_20872_7685_7966_CCFv3.swc,9700.351,3408.125,3064.5,PAR,PAR
SEU-ALLEN_local_18866_20877_5842_3906_CCFv3.swc,4210.125,3445.25,3126.7,MOp,MOp6a
SEU-ALLEN_local_18866_20901_2943_4898_CCFv3.swc,5108.325,1241.35,3167.05,SSp-ul,SSp-ul1
SEU-ALLEN_local_18866_20932_12564_6265_CCFv3.swc,7830.3,6388.675,3111.375,COAp,COApm
SEU-ALLEN_local_18866_20936_12510_6049_CCFv3.swc,7536.425,6405.15,3109.825,PA,PA
SEU-ALLEN_local_18866_20938_7370_8102_CCFv3.swc,9861.85,3208.7,3032.375,PAR,PAR
SEU-ALLEN_local_18866_20941_2933_4676_CCFv3.swc,4796.15,1327.725,3110.275,unknow,unknow
SEU-ALLEN_local_18866_20968_12390_4986_CCFv3.swc,6107.55,6632.425,2999.075,BMA,BMAa
SEU-ALLEN_local_18866_20968_7987_9836_CCFv3.swc,12265.075,3292.65,3036.075,fiber tracts,arb
SEU-ALLEN_local_18866_20975_13416_5169_CCFv3.swc,6398.95,7198.025,2954.925,COAa,COAa
SEU-ALLEN_local_18866_21013_3033_4586_CCFv3.swc,4684.175,1432.6,3062.95,SSp-ul,SSp-ul1
SEU-ALLEN_local_18866_21014_7252_7820_CCFv3.swc,9479.575,3195.475,3044.175,PRE,PRE
SEU-ALLEN_local_18866_21016_3117_4372_CCFv3.swc,4392.175,1572.8,3020.475,unknow,unknow
SEU-ALLEN_local_18866_21018_13381_6228_CCFv3.swc,7823.4,6882.95,3023.65,COAp,COApm
SEU-ALLEN_local_18866_21047_7591_8112_CCFv3.swc,9889.55,3332.6,2969.925,PAR,PAR
SEU-ALLEN_local_18866_21055_13349_6496_CCFv3.swc,8178.8,6792.525,3011.775,COAp,COApm
SEU-ALLEN_local_18866_21131_12357_5056_CCFv3.swc,6196.1,6588.15,2934.775,BMA,BMAa
SEU-ALLEN_local_18866_21140_5555_3832_CCFv3.swc,4013.125,3288.45,2944.225,MOp,MOp6a
SEU-ALLEN_local_18866_21148_13456_6270_CCFv3.swc,7882.5,6910.025,2963.25,COAp,COApm
SEU-ALLEN_local_18866_21156_6040_3914_CCFv3.swc,4220.125,3547.55,2993.3,MOp,MOp6a
SEU-ALLEN_local_18866_21171_3091_4574_CCFv3.swc,4672.175,1479.8,2984.925,SSp-ul,SSp-ul1
SEU-ALLEN_local_18866_21174_12362_6471_CCFv3.swc,8091.8,6208.275,3016.85,PA,PA
SEU-ALLEN_local_18866_21176_13436_6282_CCFv3.swc,7897.325,6894.15,2951.85,COAp,COApm
