swc_id,x,y,z,source_region,source_region_withCorticalRegion
SEU-ALLEN_local_15257_10001_19868_8155_CCFv3.swc,11287.6,3667.825,5563.125,fiber tracts,arb
SEU-ALLEN_local_15257_10008_10862_6996_CCFv3.swc,9625.025,3764.025,9017.726,ENTm,ENTm5
SEU-ALLEN_local_15257_10012_10978_7039_CCFv3.swc,9682.675,3754.125,8985.0,ENTm,ENTm5
SEU-ALLEN_local_15257_10020_17924_8129_CCFv3.swc,11267.75,3630.95,6364.775,fiber tracts,arb
SEU-ALLEN_local_15257_10028_28224_6732_CCFv3.swc,9298.925,3983.15,2374.2,SUB,SUB
SEU-ALLEN_local_15257_10033_6960_5060_CCFv3.swc,6956.0,4120.8,10494.575,VISC,VISC2/3
SEU-ALLEN_local_15257_10047_11078_6926_CCFv3.swc,9526.625,3773.35,8916.426,ENTm,ENTm6
SEU-ALLEN_local_15257_10051_10842_7076_CCFv3.swc,9730.875,3721.5,9043.825,ENTm,ENTm5
SEU-ALLEN_local_15257_10067_11132_3158_CCFv3.swc,4747.525,4974.225,8915.676,CLA,CLA
SEU-ALLEN_local_15257_10068_28106_6762_CCFv3.swc,9334.225,3961.3,2414.025,SUB,SUB
SEU-ALLEN_local_15257_10075_21028_8843_CCFv3.swc,12255.55,3640.5,5098.4,UVU,UVU
SEU-ALLEN_local_15257_10076_31361_5122_CCFv3.swc,7178.825,4326.425,1218.0,TEa,TEa5
SEU-ALLEN_local_15257_10088_17206_3188_CCFv3.swc,5081.425,4908.9,6410.35,BST,BST
SEU-ALLEN_local_15257_10100_26775_9269_CCFv3.swc,12718.95,3595.425,2665.425,AN,ANcr2
SEU-ALLEN_local_15257_10103_21018_8824_CCFv3.swc,12226.25,3627.275,5102.675,UVU,UVU
SEU-ALLEN_local_15257_10116_17738_3186_CCFv3.swc,5088.525,4894.925,6211.025,LSv,LSv
SEU-ALLEN_local_15257_10118_28324_6874_CCFv3.swc,9474.35,3918.0,2307.025,SUB,SUB
SEU-ALLEN_local_15257_10122_17681_3243_CCFv3.swc,5165.2,4867.0,6230.8,LSv,LSv
SEU-ALLEN_local_15257_10128_9947_7132_CCFv3.swc,9803.0,3635.55,9394.4,ENTm,ENTm6
SEU-ALLEN_local_15257_10131_17416_3416_CCFv3.swc,5387.675,4788.375,6327.925,unknow,unknow
SEU-ALLEN_local_15257_10135_27830_2700_CCFv3.swc,4155.425,5221.375,2382.4,AIv,AIv2/3
SEU-ALLEN_local_15257_10139_10992_6908_CCFv3.swc,9496.2,3733.5,8941.15,ENTm,ENTm6
SEU-ALLEN_local_15257_10151_9621_3470_CCFv3.swc,5029.675,4815.075,9500.875,GU,GU5
SEU-ALLEN_local_15257_10162_17957_8184_CCFv3.swc,11339.2,3563.525,6352.65,fiber tracts,arb
SEU-ALLEN_local_15257_10163_6858_6677_CCFv3.swc,9155.149,3547.35,10602.175,ECT,ECT1
SEU-ALLEN_local_15257_10164_30776_7197_CCFv3.swc,9871.1,3838.725,1262.725,ENTl,ENTl2
SEU-ALLEN_local_15257_10170_8137_6243_CCFv3.swc,8553.3,3708.025,9982.075,fiber tracts,or
SEU-ALLEN_local_15257_10171_7040_5159_CCFv3.swc,7076.075,4015.45,10453.775,TEa,TEa4
SEU-ALLEN_local_15257_10171_7907_4487_CCFv3.swc,6242.35,4360.05,10105.725,VISC,VISC5
SEU-ALLEN_local_15257_10189_20898_8829_CCFv3.swc,12236.05,3583.55,5152.025,UVU,UVU
SEU-ALLEN_local_15257_10197_24693_2409_CCFv3.swc,3909.05,5252.925,3611.225,EPd,EPd
SEU-ALLEN_local_15257_10215_17777_3283_CCFv3.swc,5216.95,4805.825,6193.175,LSv,LSv
SEU-ALLEN_local_15257_10216_8801_6752_CCFv3.swc,9269.175,3615.775,9767.075,fiber tracts,ec
SEU-ALLEN_local_15257_10221_28591_6757_CCFv3.swc,9321.35,3881.15,2228.45,SUB,SUB
SEU-ALLEN_local_15257_10227_27565_8709_CCFv3.swc,11869.899,3596.075,2342.85,fiber tracts,arb
SEU-ALLEN_local_15257_10230_9223_7323_CCFv3.swc,10054.05,3510.85,9713.8,ENTm,ENTm3
SEU-ALLEN_local_15257_10241_31338_5531_CCFv3.swc,7699.726,4123.275,1251.825,TEa,TEa5
SEU-ALLEN_local_15257_10263_23762_7075_CCFv3.swc,9717.1,3781.925,4079.6,unknow,unknow
SEU-ALLEN_local_15257_10263_7051_6504_CCFv3.swc,8908.775,3538.65,10498.0,TEa,TEa4
SEU-ALLEN_local_15257_10277_31178_5114_CCFv3.swc,7160.3,4233.4,1293.275,TEa,TEa5
SEU-ALLEN_local_15257_10282_7181_5838_CCFv3.swc,7974.95,3707.2,10386.55,AUDv,AUDv5
SEU-ALLEN_local_15257_10298_17455_3421_CCFv3.swc,5386.45,4709.025,6307.475,LSv,LSv
SEU-ALLEN_local_15257_10304_32009_4411_CCFv3.swc,6222.025,4511.25,865.35,VISC,VISC1
SEU-ALLEN_local_15257_10306_27423_8770_CCFv3.swc,11953.875,3548.125,2402.2,fiber tracts,arb
SEU-ALLEN_local_15257_10313_10058_7234_CCFv3.swc,9929.475,3527.475,9369.024,ENTm,ENTm5
SEU-ALLEN_local_15257_10313_17452_3380_CCFv3.swc,5332.775,4719.9,6307.7,LSv,LSv
SEU-ALLEN_local_15257_10314_26278_7893_CCFv3.swc,10728.7,3676.9,2983.45,SIM,SIM
SEU-ALLEN_local_15257_10326_11365_7128_CCFv3.swc,9779.425,3592.6,8850.975,ENTm,ENTm3
SEU-ALLEN_local_15257_10329_6734_6519_CCFv3.swc,8923.175,3490.2,10639.875,TEa,TEa2/3
SEU-ALLEN_local_15257_10330_8639_7347_CCFv3.swc,10073.149,3430.2,9948.375,ENTm,ENTm2
SEU-ALLEN_local_15257_10336_21508_3162_CCFv3.swc,5055.425,4795.4,4955.725,LSv,LSv
SEU-ALLEN_local_15257_10338_8531_6614_CCFv3.swc,9067.649,3569.8,9858.7,fiber tracts,ec
SEU-ALLEN_local_15257_10339_10133_7130_CCFv3.swc,9785.625,3544.025,9316.95,ENTm,ENTm6
SEU-ALLEN_local_15257_10339_9240_7338_CCFv3.swc,10066.225,3455.425,9707.875,ENTm,ENTm3
SEU-ALLEN_local_15257_10355_23216_3648_CCFv3.swc,5679.05,4595.275,4373.4,fiber tracts,int
SEU-ALLEN_local_15257_10355_32091_5577_CCFv3.swc,7717.525,4065.375,911.9,TEa,TEa4
SEU-ALLEN_local_15257_10355_6897_6011_CCFv3.swc,8209.55,3601.225,10524.726,AUDv,AUDv5
SEU-ALLEN_local_15257_10380_11410_7148_CCFv3.swc,9802.5,3562.625,8836.675,ENTm,ENTm3
SEU-ALLEN_local_15257_10382_28286_6802_CCFv3.swc,9369.101,3802.55,2338.0,SUB,SUB
SEU-ALLEN_local_15257_10406_21407_3164_CCFv3.swc,5057.3,4762.075,4993.875,LSv,LSv
SEU-ALLEN_local_15257_10408_27022_5105_CCFv3.swc,7324.25,4140.0,2932.0,RT,RT
SEU-ALLEN_local_15257_10412_32177_4732_CCFv3.swc,6610.125,4344.1,813.4,VISC,VISC2/3
SEU-ALLEN_local_15257_10425_8927_7389_CCFv3.swc,10126.775,3388.65,9839.8,ENTm,ENTm2
SEU-ALLEN_local_15257_10438_6674_5504_CCFv3.swc,7509.875,3718.75,10615.95,AUDv,AUDv2/3
SEU-ALLEN_local_15257_10442_11420_7078_CCFv3.swc,9703.476,3554.7,8813.524,ENTm,ENTm3
SEU-ALLEN_local_15257_10453_21524_3304_CCFv3.swc,5246.225,4681.275,4961.85,LSv,LSv
SEU-ALLEN_local_15257_10453_28802_6976_CCFv3.swc,9584.649,3734.525,2101.025,ENTm,ENTm6
SEU-ALLEN_local_15257_10475_30543_4606_CCFv3.swc,6536.425,4301.35,1532.15,VISC,VISC6a
SEU-ALLEN_local_15257_10482_20023_9144_CCFv3.swc,12743.15,3405.8,5512.4,PYR,PYR
SEU-ALLEN_local_15257_10498_9471_7214_CCFv3.swc,9885.55,3416.75,9588.675,ENTm,ENTm5
SEU-ALLEN_local_15257_10503_22321_8946_CCFv3.swc,12366.6,3436.25,4562.175,PYR,PYR
SEU-ALLEN_local_15257_10517_20933_3522_CCFv3.swc,5527.9,4556.2,5164.6,fiber tracts,fiber tracts
SEU-ALLEN_local_15257_10520_24207_3648_CCFv3.swc,5652.925,4540.5,4011.8,GPe,GPe
SEU-ALLEN_local_15257_10543_28463_3178_CCFv3.swc,4772.125,4834.7,2237.1,AId,AId6a
SEU-ALLEN_local_15257_10562_18442_8099_CCFv3.swc,11190.7,3389.15,6146.8,CENT,CENT3
SEU-ALLEN_local_15257_10564_28305_6824_CCFv3.swc,9387.551,3712.1,2326.95,SUB,SUB
SEU-ALLEN_local_15257_10588_11613_6964_CCFv3.swc,9538.95,3529.225,8705.825,PAR,PAR
SEU-ALLEN_local_15257_10590_28214_6780_CCFv3.swc,9330.475,3707.675,2370.55,SUB,SUB
SEU-ALLEN_local_15257_10591_23866_9020_CCFv3.swc,12418.25,3386.725,3920.625,PRM,PRM
SEU-ALLEN_local_15257_10599_28546_6991_CCFv3.swc,9596.399,3666.8,2199.225,ENTm,ENTm6
SEU-ALLEN_local_15257_10599_28560_6991_CCFv3.swc,9596.35,3666.55,2193.725,ENTm,ENTm6
SEU-ALLEN_local_15257_10599_30905_6440_CCFv3.swc,8884.35,3708.8,1373.65,ECT,ECT6a
SEU-ALLEN_local_15257_10608_28845_7007_CCFv3.swc,9614.524,3654.9,2078.05,ENTm,ENTm6
SEU-ALLEN_local_15257_10608_9228_7334_CCFv3.swc,10039.351,3324.95,9706.649,ENTm,ENTm3
SEU-ALLEN_local_15257_10621_11367_6888_CCFv3.swc,9436.25,3533.375,8778.025,PRE,PRE
SEU-ALLEN_local_15257_10626_8148_7265_CCFv3.swc,9929.149,3278.425,10129.65,ENTl,ENTl1
SEU-ALLEN_local_15257_10629_31039_6303_CCFv3.swc,8705.325,3723.8,1338.9,TEa,TEa6a
SEU-ALLEN_local_15257_10633_8346_6397_CCFv3.swc,8741.899,3464.625,9921.55,fiber tracts,fp
SEU-ALLEN_local_15257_10652_28456_6981_CCFv3.swc,9581.225,3644.425,2237.15,ENTm,ENTm6
SEU-ALLEN_local_15257_10656_18408_3468_CCFv3.swc,5440.9,4518.375,5971.075,fiber tracts,fx
SEU-ALLEN_local_15257_10658_21334_8122_CCFv3.swc,11168.375,3395.475,4976.275,CENT,CENT2
SEU-ALLEN_local_15257_10661_32457_6123_CCFv3.swc,8433.101,3770.45,711.65,TEa,TEa2/3
SEU-ALLEN_local_15257_10667_19553_8192_CCFv3.swc,11309.175,3354.025,5692.575,CENT,CENT3
SEU-ALLEN_local_15257_10668_30955_6352_CCFv3.swc,8767.125,3695.4,1364.7,TEa,TEa6b
SEU-ALLEN_local_15257_10671_28278_6828_CCFv3.swc,9387.149,3660.925,2336.975,SUB,SUB
SEU-ALLEN_local_15257_10680_11358_8285_CCFv3.swc,11355.875,3175.85,8994.3,AN,ANcr1
SEU-ALLEN_local_15257_10684_30764_5770_CCFv3.swc,8009.8,3856.125,1484.95,fiber tracts,ec
SEU-ALLEN_local_15257_10703_7976_5603_CCFv3.swc,7640.25,3662.1,10028.375,AUDv,AUDv6a
SEU-ALLEN_local_15257_10711_11358_7023_CCFv3.swc,9612.3,3446.675,8812.675,ENTm,ENTm5
SEU-ALLEN_local_15257_10715_28407_6704_CCFv3.swc,9228.1,3657.05,2308.325,SUB,SUB
SEU-ALLEN_local_15257_10718_8065_5138_CCFv3.swc,7036.75,3849.225,9989.95,VISC,VISC5
SEU-ALLEN_local_15257_10719_9357_7226_CCFv3.swc,9884.35,3302.25,9632.1,ENTm,ENTm5
SEU-ALLEN_local_15257_10721_21403_1702_CCFv3.swc,2810.125,5463.375,4802.075,fiber tracts,aco
SEU-ALLEN_local_15257_10726_29724_7131_CCFv3.swc,9754.226,3568.425,1700.725,ENTl,ENTl5
SEU-ALLEN_local_15257_10728_11628_5045_CCFv3.swc,7093.025,4031.1,8475.476,RT,RT
SEU-ALLEN_local_15257_10729_28507_8677_CCFv3.swc,11808.226,3325.925,1930.775,AN,ANcr2
SEU-ALLEN_local_15257_10735_17824_3597_CCFv3.swc,5583.9,4430.3,6168.05,fiber tracts,sm
SEU-ALLEN_local_15257_10739_28344_6729_CCFv3.swc,9258.475,3642.65,2328.5,SUB,SUB
SEU-ALLEN_local_15257_10745_11582_6996_CCFv3.swc,9572.149,3446.2,8719.725,PAR,PAR
SEU-ALLEN_local_15257_10754_32171_6382_CCFv3.swc,8774.175,3664.3,809.15,TEa,TEa2/3
SEU-ALLEN_local_15257_10765_11371_6903_CCFv3.swc,9447.4,3463.1,8776.149,SUB,SUB
SEU-ALLEN_local_15257_10767_30328_7123_CCFv3.swc,9733.8,3546.05,1459.875,ENTl,ENTl3
SEU-ALLEN_local_15257_10777_10566_7261_CCFv3.swc,9934.175,3319.0,9164.625,ENTm,ENTm3
SEU-ALLEN_local_15257_10795_10444_7164_CCFv3.swc,9801.3,3332.725,9191.25,ENTm,ENTm5
SEU-ALLEN_local_15257_10810_13648_9304_CCFv3.swc,12869.35,2997.75,8126.3,AN,ANcr2
SEU-ALLEN_local_15257_10812_11445_6970_CCFv3.swc,9534.101,3420.875,8762.976,ENTm,ENTm5
SEU-ALLEN_local_15257_10818_11327_7045_CCFv3.swc,9635.399,3389.425,8825.6,ENTm,ENTm5
SEU-ALLEN_local_15257_10827_19284_8315_CCFv3.swc,11484.075,3269.7,5805.25,CENT,CENT3
SEU-ALLEN_local_15257_10830_10941_7350_CCFv3.swc,10050.25,3282.3,9035.35,ENTm,ENTm2
SEU-ALLEN_local_15257_10830_11010_8830_CCFv3.swc,12137.35,2969.825,9166.7,AN,ANcr2
SEU-ALLEN_local_15257_10831_8461_6133_CCFv3.swc,8358.125,3452.95,9855.149,fiber tracts,fp
SEU-ALLEN_local_15257_10832_32132_6007_CCFv3.swc,8273.125,3709.375,861.375,TEa,TEa4
SEU-ALLEN_local_15257_10852_30320_7120_CCFv3.swc,9723.7,3505.05,1462.975,ENTl,ENTl3
SEU-ALLEN_local_15257_10872_10321_7428_CCFv3.swc,10155.375,3220.4,9288.524,ENTm,ENTm2
SEU-ALLEN_local_15257_10882_10539_7332_CCFv3.swc,10023.7,3248.675,9185.275,ENTm,ENTm3
SEU-ALLEN_local_15257_10887_10885_7269_CCFv3.swc,9936.675,3275.625,9039.175,ENTm,ENTm3
SEU-ALLEN_local_15257_10895_28304_6716_CCFv3.swc,9234.25,3571.4,2345.25,SUB,SUB
SEU-ALLEN_local_15257_10903_18352_2204_CCFv3.swc,3516.8,5061.65,6030.375,TT,TTd
SEU-ALLEN_local_15257_10920_7419_4108_CCFv3.swc,5671.5,4142.875,10368.351,SSs,SSs2/3
SEU-ALLEN_local_15257_10925_29955_7167_CCFv3.swc,9781.875,3465.2,1598.225,ENTl,ENTl5
SEU-ALLEN_local_15257_10929_29572_7176_CCFv3.swc,9798.449,3465.175,1750.075,ENTl,ENTl6a
SEU-ALLEN_local_15257_10938_7340_6213_CCFv3.swc,8456.1,3295.25,10355.024,AUDv,AUDv5
SEU-ALLEN_local_15257_10939_10775_7279_CCFv3.swc,9947.274,3244.45,9081.5,ENTm,ENTm3
SEU-ALLEN_local_15257_10941_30022_7379_CCFv3.swc,10049.875,3429.15,1519.2,ENTm,ENTm2
SEU-ALLEN_local_15257_10949_21173_2371_CCFv3.swc,3824.475,4902.275,5020.725,ACB,ACB
SEU-ALLEN_local_15257_10962_21893_3333_CCFv3.swc,5266.2,4444.2,4857.9,LSv,LSv
SEU-ALLEN_local_15257_10983_13593_4514_CCFv3.swc,6549.025,4016.175,7740.025,VPL,VPL
SEU-ALLEN_local_15257_10984_10888_7178_CCFv3.swc,9807.1,3256.55,9016.15,ENTm,ENTm5
SEU-ALLEN_local_15257_10984_8511_7221_CCFv3.swc,9843.425,3132.075,9969.45,ENTl,ENTl2
SEU-ALLEN_local_15257_10986_29923_7285_CCFv3.swc,9926.775,3419.675,1581.875,ENTm,ENTm3
SEU-ALLEN_local_15257_10986_7617_6388_CCFv3.swc,8699.775,3248.275,10249.4,AUDv,AUDv5
SEU-ALLEN_local_15257_10987_20648_3519_CCFv3.swc,5503.175,4342.925,5266.3,TRS,TRS
SEU-ALLEN_local_15257_10993_28293_7051_CCFv3.swc,9652.425,3473.125,2289.85,ENTm,ENTm6
SEU-ALLEN_local_15257_10995_29608_7116_CCFv3.swc,9718.2,3441.25,1749.7,ENTl,ENTl6a
SEU-ALLEN_local_15257_11013_28322_6983_CCFv3.swc,9565.351,3473.575,2291.725,ENTm,ENTm6
SEU-ALLEN_local_15257_11020_31821_6641_CCFv3.swc,9093.375,3489.975,918.35,TEa,TEa2/3
SEU-ALLEN_local_15257_11023_29747_7376_CCFv3.swc,10043.05,3389.175,1630.375,ENTm,ENTm3
SEU-ALLEN_local_15257_11024_14862_6729_CCFv3.swc,9215.175,3437.5,7426.675,MRN,MRN
SEU-ALLEN_local_15257_11028_28322_5158_CCFv3.swc,7325.3,3913.625,2434.525,fiber tracts,or
SEU-ALLEN_local_15257_11033_10987_7344_CCFv3.swc,10028.3,3188.4,9007.824,ENTm,ENTm2
SEU-ALLEN_local_15257_11034_20281_8776_CCFv3.swc,12151.8,3158.575,5401.9,DEC,DEC
SEU-ALLEN_local_15257_11034_21234_7178_CCFv3.swc,9843.575,3340.175,5040.95,PAG,PAG
SEU-ALLEN_local_15257_11035_21269_2292_CCFv3.swc,3694.15,4908.8,4972.5,AON,AON
SEU-ALLEN_local_15257_11043_30366_7389_CCFv3.swc,10051.45,3379.175,1376.775,ENTm,ENTm1
SEU-ALLEN_local_15257_11044_28678_8094_CCFv3.swc,10985.55,3248.425,1917.9,AN,ANcr1
SEU-ALLEN_local_15257_11044_7542_4147_CCFv3.swc,5718.95,4075.275,10310.825,SSs,SSs2/3
SEU-ALLEN_local_15257_11059_21966_3188_CCFv3.swc,5065.775,4464.025,4830.075,LSv,LSv
SEU-ALLEN_local_15257_11064_27455_2504_CCFv3.swc,3807.3,4908.825,2478.95,AId,AId2/3
SEU-ALLEN_local_15257_11072_21422_2154_CCFv3.swc,3475.2,4972.475,4890.025,AON,AON
SEU-ALLEN_local_15257_11076_13481_4523_CCFv3.swc,6548.825,3976.8,7783.4,VPL,VPL
SEU-ALLEN_local_15257_11090_27633_8169_CCFv3.swc,11068.274,3226.775,2357.35,AN,ANcr1
SEU-ALLEN_local_15257_11091_11647_6952_CCFv3.swc,9491.774,3306.55,8671.775,PRE,PRE
SEU-ALLEN_local_15257_11091_11677_6910_CCFv3.swc,9435.524,3323.05,8650.525,PRE,PRE
SEU-ALLEN_local_15257_11097_32111_6518_CCFv3.swc,8928.375,3478.575,802.875,TEa,TEa2/3
SEU-ALLEN_local_15257_11108_26901_2434_CCFv3.swc,3732.675,4922.325,2699.85,AIv,AIv5
SEU-ALLEN_local_15257_11110_31284_4272_CCFv3.swc,5996.7,4166.25,1147.95,SSs,SSs4
SEU-ALLEN_local_15257_11116_9054_4431_CCFv3.swc,6178.7,4016.375,9607.925,SSs,SSs6a
SEU-ALLEN_local_15257_11117_28121_7139_CCFv3.swc,9758.325,3402.45,2342.175,ENTm,ENTm5
SEU-ALLEN_local_15257_11119_7880_4479_CCFv3.swc,6162.7,3923.65,10126.899,SSs,SSs4
SEU-ALLEN_local_15257_11123_11595_6989_CCFv3.swc,9539.65,3277.0,8699.0,PAR,PAR
SEU-ALLEN_local_15257_11141_30470_7261_CCFv3.swc,9877.4,3348.275,1363.9,ENTl,ENTl2
SEU-ALLEN_local_15257_11161_8399_7119_CCFv3.swc,9691.899,3062.6,9999.5,VISpor,VISpor2/3
SEU-ALLEN_local_15257_11164_17805_3579_CCFv3.swc,5527.175,4243.9,6165.9,TRS,TRS
SEU-ALLEN_local_15257_11164_32340_5519_CCFv3.swc,7554.475,3695.35,757.275,AUDv,AUDv2/3
SEU-ALLEN_local_15257_11164_8293_7174_CCFv3.swc,9763.425,3043.975,10052.15,VISpor,VISpor2/3
SEU-ALLEN_local_15257_11168_16930_1435_CCFv3.swc,2316.75,5391.725,6591.45,AON,AON
SEU-ALLEN_local_15257_11168_30306_7323_CCFv3.swc,9956.075,3325.325,1415.675,ENTl,ENTl2
SEU-ALLEN_local_15257_11169_12041_7024_CCFv3.swc,9579.399,3254.55,8533.625,PAR,PAR
SEU-ALLEN_local_15257_11186_27500_6806_CCFv3.swc,9334.475,3428.95,2647.075,PRE,PRE
SEU-ALLEN_local_15257_11189_15108_6885_CCFv3.swc,9408.3,3310.95,7357.45,MRN,MRN
SEU-ALLEN_local_15257_11193_14827_9237_CCFv3.swc,12790.2,2853.85,7636.875,AN,ANcr2
SEU-ALLEN_local_15257_11196_11407_7195_CCFv3.swc,9812.95,3168.025,8810.5,ENTm,ENTm3
SEU-ALLEN_local_15257_11201_27741_6803_CCFv3.swc,9330.149,3419.9,2552.15,SUB,SUB
SEU-ALLEN_local_15257_11203_31709_6940_CCFv3.swc,9456.601,3364.725,913.725,ECT,ECT1
SEU-ALLEN_local_15257_11208_31171_4247_CCFv3.swc,5960.95,4129.6,1193.1,SSs,SSs4
SEU-ALLEN_local_15257_11216_17499_3518_CCFv3.swc,5442.55,4250.575,6267.475,TRS,TRS
SEU-ALLEN_local_15257_11216_27620_6786_CCFv3.swc,9307.775,3416.525,2602.225,SUB,SUB
SEU-ALLEN_local_15257_11221_29332_3175_CCFv3.swc,4638.725,4542.2,1827.375,GU,GU4
SEU-ALLEN_local_15257_11223_18409_6900_CCFv3.swc,9465.676,3273.825,6110.375,PAG,PAG
SEU-ALLEN_local_15257_11226_29605_3608_CCFv3.swc,5218.025,4360.0,1814.675,SSs,SSs5
SEU-ALLEN_local_15257_11227_31683_6620_CCFv3.swc,9056.1,3394.2,974.8,TEa,TEa4
SEU-ALLEN_local_15257_11229_8432_7204_CCFv3.swc,9801.226,3013.725,9999.325,VISpor,VISpor2/3
SEU-ALLEN_local_15257_11233_11972_7058_CCFv3.swc,9621.375,3211.5,8564.375,PAR,PAR
SEU-ALLEN_local_15257_11252_28037_7107_CCFv3.swc,9711.399,3343.975,2383.7,ENTm,ENTm5
SEU-ALLEN_local_15257_11262_11550_6877_CCFv3.swc,9382.025,3253.675,8687.875,PRE,PRE
SEU-ALLEN_local_15257_11265_28269_6943_CCFv3.swc,9502.525,3360.475,2320.775,unknow,unknow
SEU-ALLEN_local_15257_11270_11736_7072_CCFv3.swc,9640.351,3183.875,8656.45,ENTm,ENTm5
SEU-ALLEN_local_15257_11273_28349_6835_CCFv3.swc,9365.825,3372.875,2306.75,SUB,SUB
SEU-ALLEN_local_15257_11273_9359_6699_CCFv3.swc,9132.175,3174.35,9541.125,ProS,ProS
SEU-ALLEN_local_15257_11283_11639_6962_CCFv3.swc,9493.925,3215.275,8670.925,PRE,PRE
SEU-ALLEN_local_15257_11284_27354_6925_CCFv3.swc,9481.25,3366.45,2689.3,PAR,PAR
SEU-ALLEN_local_15257_11292_21847_1645_CCFv3.swc,2682.95,5240.55,4601.775,AON,AON
SEU-ALLEN_local_15257_11299_8605_6273_CCFv3.swc,8527.7,3206.925,9823.65,fiber tracts,fp
SEU-ALLEN_local_15257_11303_11683_7057_CCFv3.swc,9618.95,3172.65,8672.625,ENTm,ENTm5
SEU-ALLEN_local_15257_11306_11733_6941_CCFv3.swc,9464.025,3215.65,8629.375,PRE,PRE
SEU-ALLEN_local_15257_11310_31137_6669_CCFv3.swc,9121.7,3342.875,1203.55,TEa,TEa5
SEU-ALLEN_local_15257_11322_11513_7112_CCFv3.swc,9692.85,3139.775,8748.375,ENTm,ENTm5
SEU-ALLEN_local_15257_11323_13171_4886_CCFv3.swc,6926.25,3766.2,7886.6,VPM,VPM
SEU-ALLEN_local_15257_11338_11669_6912_CCFv3.swc,9423.899,3210.05,8647.2,PRE,PRE
SEU-ALLEN_local_15257_11347_17478_3505_CCFv3.swc,5413.2,4197.9,6272.425,TRS,TRS
SEU-ALLEN_local_15257_11347_30887_7137_CCFv3.swc,9701.274,3269.175,1216.275,VISpor,VISpor2/3
SEU-ALLEN_local_15257_11365_15716_1967_CCFv3.swc,3089.375,4965.625,7113.5,AON,AON
SEU-ALLEN_local_15257_11367_7091_5880_CCFv3.swc,7962.025,3175.1,10454.075,AUDp,AUDp4
SEU-ALLEN_local_15257_11377_8681_6350_CCFv3.swc,8631.95,3157.625,9799.325,fiber tracts,fp
SEU-ALLEN_local_15257_11378_11761_6862_CCFv3.swc,9354.55,3214.45,8599.9,PRE,PRE
SEU-ALLEN_local_15257_11378_11797_6843_CCFv3.swc,9329.075,3223.225,8581.825,PRE,PRE
SEU-ALLEN_local_15257_11380_11590_6820_CCFv3.swc,9298.75,3223.45,8657.875,PRE,PRE
SEU-ALLEN_local_15257_11380_8176_7130_CCFv3.swc,9688.726,2943.35,10096.675,VISpor,VISpor2/3
SEU-ALLEN_local_15257_11385_7325_6285_CCFv3.swc,8527.225,3068.05,10376.45,AUDv,AUDv4
SEU-ALLEN_local_15257_11391_17012_3316_CCFv3.swc,5145.675,4265.55,6439.225,LSr,LSr
SEU-ALLEN_local_15257_11395_31176_4876_CCFv3.swc,6750.8,3812.825,1244.0,SSs,SSs5
SEU-ALLEN_local_15257_11401_27440_7049_CCFv3.swc,9633.125,3290.575,2637.175,ENTm,ENTm5
SEU-ALLEN_local_15257_11420_23895_7324_CCFv3.swc,9970.35,3207.775,4023.1,unknow,unknow
SEU-ALLEN_local_15257_11427_18987_2146_CCFv3.swc,3390.4,4862.3,5780.975,TT,TTd
SEU-ALLEN_local_15257_11433_30474_7335_CCFv3.swc,9948.625,3194.775,1340.425,ENTl,ENTl2
SEU-ALLEN_local_15257_11435_11157_2726_CCFv3.swc,3945.325,4536.15,8972.0,AId,AId5
SEU-ALLEN_local_15257_11437_8365_4453_CCFv3.swc,6136.25,3821.675,9916.275,SSs,SSs5
SEU-ALLEN_local_15257_11445_11185_7205_CCFv3.swc,9812.75,3041.175,8888.375,ENTm,ENTm5
SEU-ALLEN_local_15257_11456_7215_6282_CCFv3.swc,8517.601,3029.575,10424.45,AUDv,AUDv4
SEU-ALLEN_local_15257_11462_7013_6415_CCFv3.swc,8700.525,2986.475,10520.324,AUDv,AUDv2/3
SEU-ALLEN_local_15257_11463_31333_3859_CCFv3.swc,5423.65,4168.3,1058.5,SSs,SSs1
SEU-ALLEN_local_15257_11464_12184_9009_CCFv3.swc,12359.25,2644.0,8682.65,AN,ANcr2
SEU-ALLEN_local_15257_11465_32221_6580_CCFv3.swc,8981.95,3299.8,729.45,TEa,TEa1
SEU-ALLEN_local_15257_11467_27450_7097_CCFv3.swc,9690.625,3250.9,2626.025,ENTm,ENTm5
SEU-ALLEN_local_15257_11475_31013_3789_CCFv3.swc,5347.825,4185.6,1193.75,SSs,SSs2/3
SEU-ALLEN_local_15257_11475_31664_6916_CCFv3.swc,9408.7,3242.3,926.025,ECT,ECT1
SEU-ALLEN_local_15257_11479_7162_5852_CCFv3.swc,7916.8,3137.025,10424.875,AUDp,AUDp4
SEU-ALLEN_local_15257_11481_20868_5682_CCFv3.swc,7950.175,3403.4,5206.75,NPC,NPC
SEU-ALLEN_local_15257_11485_28081_2863_CCFv3.swc,4261.125,4570.275,2294.025,AId,AId5
SEU-ALLEN_local_15257_11494_6932_6461_CCFv3.swc,8761.0,2958.125,10559.0,AUDv,AUDv2/3
SEU-ALLEN_local_15257_11494_8267_7102_CCFv3.swc,9644.575,2899.75,10055.425,VISpor,VISpor2/3
SEU-ALLEN_local_15257_11509_7138_6407_CCFv3.swc,8686.875,2972.95,10466.95,AUDv,AUDv2/3
SEU-ALLEN_local_15257_11540_13747_4746_CCFv3.swc,6767.075,3678.225,7671.55,VPM,VPM
